NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	IMAGES	TEXT	
424	PTERYGOTA	ARTHROPODA	HEXAPODA		ZYGENTOMA		PTERYGOTA				Derived from a winged common ancestor; the adults of most retain these wings, although they have been modified or lost in many taxa. Sperm transfer is direct, with copulation.	
425	EPHEMEROPTERA	ARTHROPODA	HEXAPODA		EPHEMEROPTERA						Adult is a delicate, graceful flying insect with net veined wings. Most have three terminal abdominal filaments. Nymphs have abdominal tracheal gills. Adults do not feed, short-lived. Hemimetabolous; aquatic nymphs, aerial adults. Have two imaginal instars, the only pterygotes to have more than one imago. Baetis, Ephemerella, Hexagenia.	
426	ODONATA	ARTHROPODA	HEXAPODA		ODONATA						Heavy-bodied, strong fliers that hold wings horizontally at rest. Anax, Cordulegaster, Gomphus, Macromia.	
427	ANISOPTERA	ARTHROPODA	HEXAPODA		ODONATA		ANISOPTERA				Heavy-bodied, strong fliers that hold wings horizontally at rest. Anax, Cordulegaster, Gomphus, Macromia.	
428	ZYGOPTERA	ARTHROPODA	HEXAPODA		ODONATA		ZYGOPTERA				Slender, delicate, weakfliers. Hold wings over the abdomen at rest. Calopteryx, Coenagrion, Lestes.	
429	NEOPTERA	ARTHROPODA	HEXAPODA		NEOPTERA						The remaining insects. Fold wings flat over the abdomen; have lost the styli and coxal organs.	
430	POLYNEOPTERA	ARTHROPODA	HEXAPODA		POLYNEOPTERA						Artificial group with cerci, biting mouthparts, and abundant Malpighian tubules. Most are paurometabolous.	
431	ORTHOPTERA	ARTHROPODA	HEXAPODA		ORTHOPTERA						Relatively large insects. Large pronotum, large compound eyes. Usually have enlarged hind femora for jumping. Female ovipositor is large; male genitalia are not visible externally. Most have stridulating and auditory organs. About 20,000 species; diverse, widespread, and common especially in the tropics. Most are herbivores. Some, such as locust sand Mormon crickets, can severely damage crops.	
432	ENSIFERA	ARTHROPODA	HEXAPODA		ENSIFERA						Long-horned grasshoppers, katydids, mole crickets, camel crickets, true crickets. Anabrus, Ceuthophilus, Conocephalus, Gryllus, Scudderia.	
433	CAELIFERA	ARTHROPODA	HEXAPODA		CAELIFERA						Short-homed grasshoppers, monkey grasshoppers, locusts, pygmy mole crickets. Melanoplus, Romaka.	
434	PHASMIDA	ARTHROPODA	HEXAPODA		PHASMIDA						Slow-moving, nonjumping, cryptic. Mimic sticks or vegetation. Repugnatorial glands. Body usually is elongate, cylindrical, and sticklike. Wings are reduced or absent except in leaf insects, in which they are large and leaflike. Chiefly herbivores. Most abundant and diverse in the tropics. The longest Recent insects are phasmids, and some are over 30 cm in length. Anisomorpha, Aplopus, Diapheromera, Timema.	
435	GRYLLOBLATTARIA	ARTHROPODA	HEXAPODA		GRYLLOBLATTARIA						Elongate. Secondarily wingless. All are carnivores in cold, wet habitats, often at high elevations. Found in leaf litter, under stones or logs, in ground. Many inhabit interface between snow cover and ground surface. Twenty species. Grylloblattaria.	
436	MANTOPHASMATODEA	ARTHROPODA	HEXAPODA		MANTOPHASMATODEA						Described in 2002; the first new insect order discovered since 1914. Adults are secondarily wingless. Elongate, slender trunk. Raptorial forelegs, carnivorous. Probably allied with Mantodea and Phasmida. Four species (two extinct) in two genera (one extinct). Mantophasma, Raptophasma (extinct).	
437	DERMAPTERA	ARTHROPODA	HEXAPODA		DERMAPTERA						Elongate, depressed, cosmopolitan. Superficially resemble some beetles. Large, sometimes pincerlike cerci are used for defense and prey capture. Nocturnal, omnivorous. Doru, Forficula, Labia.	
438	PLECOPTERA	ARTHROPODA	HEXAPODA		PLECOPTERA						Aerial adults, aquatic nymphs. Two multiarticulate, caudal cerci; never have a median caudal filament. Nymphal tracheal gills, if present, tend to be thoracic. Nymphs require clean, cool, well oxygenated water and, along with mayflies and caddisflies, are important water-quality indicators. Hemimetabolous. Allacapnia, Peltoperla, Perla, Pteronarcys.	
439	EMBIOPTERA	ARTHROPODA	CRUSTACEA		EMBIOPTERA						Feed on plants. Live in silken tunnels, which they weave ahead of themselves to create routes. Silk glands in enlarged foretarsi. Gregarious; many individuals live together in connected tunnels, although there is no social organization. Tropical, only about 10 North American species. Anisembia, Embia, Oligembia, Oligotoma.	
440	ISOPTERA	ARTHROPODA	CRUSTACEA		ISOPTERA						Soft, unsclerotized, pale or dark body. Abdomen is broadly joined to the thorax, without narrowing of the waist. Antennae composed of multiple beadlike annuli. Forewings and hindwings of equal size. Easily distinguished from ants, which are darker and have elbowed antennae, narrow waists, and hind wings that are smaller than the forewings. Cryptotermes, Nasutitermes, Reticulitermes, Zootermopsis.	
441	MANTODEA	ARTHROPODA	CRUSTACEA		MANTODEA						Large, elongate, cryptically colored, relatively slow moving. Ambush predators with raptorial forelegs, elongate prothorax, freely movable head, well developed eyes and ocelli. Brunneria, Mantis, Stagmomantis, Tenodera.	
442	BLATTARIA	ARTHROPODA	CRUSTACEA		BLATTARIA						Fast, usually nocturnal, omnivorous runners. A few feed on wood and harbor endosymbiotic zooflagellates similar to those of termites. Termites, cockroaches, and mantids are closely related. Blaberus, Blatta, Blatella, Periplaneta, Parcoblatta.	
443	ZORAPTERA	ARTHROPODA	CRUSTACEA		ZORAPTERA						Rare; about 30 species in one genus, Zorotypus. Resemble tiny termites. Live in colonies under dead wood, often in sawdust piles in warm climates. Thought to feed on fungal spores and small, already dead arthropods.	
444	EUMETABOLA	ARTHROPODA	CRUSTACEA		EUMETABOLA						Have a greatly reduced number of Malpighian tubules. Juvenile ocelli lost in adult.	
445	PSOCOPTERA	ARTHROPODA	CRUSTACEA		PSOCOPTERA						Small, fragile, pale. Probably primitive and similar to stem hemipteroids. Have chewing mouthparts, not suctorial. Hypopharynx can extract water from atmosphere. Chiefly herbivorous. Live under bark, in foliage, under stones. The book louse, Liposcelis, is found in old, musty books, where it feeds on fungi. Archipsocus.	
446	PHTHIRAPTERA	ARTHROPODA	CRUSTACEA		PHTHIRAPTERA						Bird and mammal ectoparasites. Body is depressed. Secondarily wingless. Legs are prehensile, adapted for clinging. Chewing or sucking mouthparts. Unlike in fleas, all stages of the life cycle are spent on the host. Transfer from host to host requires physical contact of the hosts; may occur during sexual contact, in the nest, or while nursing or grooming. Probably arose from psocidlike ancestors.	
447	ANOPLURA	ARTHROPODA	CRUSTACEA		PHTHIRAPTERA		ANOPLURA				Mammal ectoparasites. Suck blood using sucking mouthparts and a pharyngeal pump. Some are disease vectors. Human crab louse (pubic louse, Phthirus pubis), human body louse (Pediculus humanus), human head louse (Pediculuscapitis).	
448	MALLOPHAGA	ARTHROPODA	CRUSTACEA		PHTHIRAPTERA		MALLOPHAGA				Parasitize mostly birds. Chewing mouthparts, well-developed mandibles. Most feed on skin, hair, feather particles. Cuclotogaster, Felicola, Menacanthus, Menopon. Trichodectes canis is an intermediate host for the dog tapeworm.	
449	HEMIPTERA	ARTHROPODA	CRUSTACEA		PHTHIRAPTERA		HEMIPTERA				The largest order (80,000 species) of nonholometabolous insects. The only animals correctly referred to as “bugs.” Suctorial mouth parts. Diet, either animal or plant, is liquid. Economically significant as herbivores and vectors of plant and animal diseases.	
450	HETEROPTERA	ARTHROPODA	CRUSTACEA		PHTHIRAPTERA		HETEROPTERA				Forewings (hemielytra) have distinctive proximal sclerotized and distal membranous regions. Hind wings are entirely membranous. Most have repugnatorial (stink) glands. Most are terrestrial, but there are several important aquatic and semiaquatic families. Corixa, Dysdercus, Gerris, Lygaeus, Murgantia, Notonecta, Reduvius, Triatoma.	
451	HOMOPTERA	ARTHROPODA	CRUSTACEA		PHTHIRAPTERA		HOMOPTERA				Strictly herbivorous; feed on plant juices. Both pair of wings are membraneous, no hemielytra. Adelges, Aetalion, Aphis, Magicicada, Philaenus.	
452	THYSANOPTERA	ARTHROPODA	CRUSTACEA		THYSANOPTERA						Small (0.5 to 15 mm). Suctorial mouthparts, cibarial pump. May be economically important as herbivores, plant-disease vectors, or pollinators. Wings are distinctive, narrow, have few veins, and are fringed with setae. Aeolothrips, Heterothrips, Idolothrips, Merothrips, Thrips.	
453	HOLOMETABOLA	ARTHROPODA	CRUSTACEA		THYSANOPTERA		HOLOMETABOLA				These 11 taxa, which have holometabolous development and complete metamorphosis, are by far the most successful hexapods, including, for example, 200,000 species of moths and butterflies; 9000 caddis flies;100,000 flies; 130,000 wasps, bees, and ants; and 300,000 beedes. All have a pupal stage during which the larva undergoes a radical transformation into the imago.	
454	COLEOPTERA	ARTHROPODA	CRUSTACEA		COLEOPTERA						The largest order of insects, with impressive ecological and morphological diversity. Beetles carry sclerotization to an extreme not seen in other insects, with most body surfaces hard and armorclad. Forewings usually are heavily sclerotized elytra, or wing covers; hind wings are soft and membranous. Most are herbivores as adults and larvae, but many, such as the beloved ladybird beetles, are carnivores. Almost all are terrestrial, but a few families are important in fresh water. Copris, Dermestes, Dytiscus, Gyrinus, Photinus, Popillia, Rodolia, Stenelmis.	
455	NEUROPTERA	ARTHROPODA	CRUSTACEA		NEUROPTERA						Adults are delicate, graceful, predaceous insects with chewing mouth parts, large compound eyes, and long antennae. Larvae of the only aquatic family (Sisyridae) feed on freshwater sponges. The familiar doodle bugs, or antlions, as larvae construct conical pits in dry sand to trap small arthropods. Chrysopa, Climacia, Climaciella, Mantispa, Mynmeleon, Oliarces, Sisyra.	
456	MEGALOPTERA	ARTHROPODA	CRUSTACEA		MEGALOPTERA						Tend to be large. Chewing mouthparts, long antennae. Two pairs of similar membranous wings with primitive venation are held tentlike over abdomen. Compound eyes are well developed and the mouthparts are mandibulate. Larvae are predaceous, aquatic, and have tracheate gills. Corydalus, Sialis.	
457	RAPHIDIOPTERA	ARTHROPODA	CRUSTACEA		RAPHIDIOPTERA						Adults are similar to megalopterans except for having an elongate head and prothorax protruding far anterior to the legs and wings. Adults are predaceous; live in vegetation. Larvae are predaceous; most are terrestrial, living under the bark of conifers. Raphidia.	
458	HYMENOPTERA	ANTHROPODA	CRUSTACEA		HYMENOPTERA						Large and varied taxon. All have chewing mouthparts, but they are modified for sucking in many taxa. Two pairs of membranous, transparent wings are present in most, but absent in some important exceptions, such as worker ants. First abdominal segment usually is broadly joined to the thorax and separated from the remaining abdomen by a narrow petiole, or waist, creating a secondary tagmosis. In females the ovipositor may be a sting. Larvae are maggotlike, with chewing mouthparts. Most adults feed on fluids such as nectar and honeydew and are found near flowers, where they may be important pollinators. Apanteles, Aphidius, Apis, Bombus, Eciton, Solenopsis, Vespa, Vespula, Xylocopa.	
459	TRICHOPTERA	ANTHROPODA	CRUSTACEA		TRICHOPTERA						Adult is mothlike. Have two pairs of hairy wings. Poorly developed mouth parts. Adults either do not feed or subsist on a liquid diet of water and nectar and are relatively short-lived. Like those of mayflies and stoneflies, caddisfly larvae are aquatic microhabitat specialists often present in great diversity in suitable habits. Species diversity is greatest in cool, swift mountain streams. Larval life revolves around the use of silk for construction of cases and portable retreats of stones and vegetation, as anchor lines, and as filters for suspension feeding. Beraea, Helicopsyche, Hydropsyche, Polycentropus, Sericostoma.	
460	LEPIDOPTERA	ANTHROPODA	CRUSTACEA		LEPIDOPTERA						Adult is soft-bodied. Wings, body, and appendages are covered with deciduous pigmented scales or hairlike setae. Mandibles are absent, maxillae form a coiled extensible proboscis for sucking nectar and fruitjuices; some species do not feed as adults. Larvae are herbivorous caterpillars. Salivary glands produce silk, the uses of which include construction of a cocoon in which the last larval instar pupates. Actias, Danaus, Heliconius, Heliothis, Lymantria, Manduca, Melittia, Papilio, Sibine.	
461	MECOPTERA	ANTHROPODA	CRUSTACEA		MECOPTERA						Mouth parts are extended into aprominent ventral beak. Most have large, membranous wings. Adults are omnivorous; grub like larvae feed on organic matter. Bittacus, Boreus, Panorpa.	
462	SIPHONAPTERA	ANTHROPODA	CRUSTACEA		SIPHONAPTERA						Small, secondarily wingless pterygotes with heavily sclerified, strongly compressed bodies. Bird and mammal ectoparasites. Legs adapted for jumping. Hematophagous, with piercing and sucking mouth parts. Some are vectors of bubonic plague (Xenopsylla) and typhus (Nosopsyllus). Mating takes place on the host or in its nest and eggs fall into the nest, where they hatch. Larvae feed on organic matter in the nest and are not parasitic. Eventually the larvae pupate and emerge as adults, which then infest the host. Ctenocephalides, Orchopeas, Pulex.	
463	STREPSIPTERA	ANTHROPODA	CRUSTACEA		STREPSIPTERA						These tiny, bizarre insects are, as females and larvae, parasites on a variety of other insects. Females usually are larva-like, wingless, and never leave the host. They live embedded in the host’s integument, with only their anterior end, with spiracles, protruding as a low bump above the host’s exoskeleton. Nutriment from the host’s blood is absorbed directly across the permeable cuticle of the parasite’s embedded abdomen. In contrast, males have large, unusual, fanlike hind wings. The forewings are reduced to club-shaped, haltere-like appendages that may have a role in balance, and the hind wings are large. Adult males are short-lived, nonparasitic, and do not feed. Male’s com- pound eyes are large, protruding. Antennae typically have processes extending from the flagellum. Eoxenos, Halictophagus, Stylops, Triozocera.	
464	DIPTERA	ANTHROPODA	CRUSTACEA		DIPTERA						Large taxon including mosquitoes, horseflies, houseflies, blowflies, botflies, midges, gnats, craneflies, blackflies, and many others. Compound eyes are large, well developed. Functional, membranous forewings; reduced, knoblike hind wings (halteres). Mouthparts are variable, but basically are suctorial or sponging; used in conjunction with a cibarial pump. Almost all adult flies feed on plant or animal fluids. In many taxa known collectively as biting flies, females suck blood from vertebrate hosts, usually birds or mammals. Adults so frequently are vectors of human and animal diseases that this is the most important hexapod order in terms of human health. Larvae are maggots and are always found in wet substrata such as flesh, fruit, water, or mud. Females typically oviposit in a suitable moist food source for the larvae, which then live in their food as they consume it. Aedes, Aphidolestes, Callitroga, Chaoborus, Dermatobia, Eristalis, Gasterophilus, Musca, Psychoda, Tabanus.	
465	GASTROTRICHA 	CYCLONEURALIA	GASTROTRICHA 								Gastrotricha is a small but diverse taxon of some 500 species in 50 genera. These tiny metazoans inhabit interstitial spaces of marine and freshwater sediments, superficial detritus, the surfaces of submerged plants and animals, and the water film covering soil particles in terrestrial habitats. Gastrotrichs are common animals of ponds, streams, and lakes. The intertidal zone of a marine beach may harbor 40 or more species living in the spaces between sand grains, and as many as 1000 individuals have been reported from 20 ml of sand. Gastrotricha is divided into the marine Macrodasyida and the marine and freshwater Chaetonotida.	
466	ADENOPHOREA	CYCLONEURALIA	GASTROTRICHA 		ADENOPHOREA						Body usually is wormlike, elongate, dorsoventrally flattened. Adhesive tubes located at anterior and posterior ends and along the sides of body. Pharyngeal lumen is inverted Y shape; pharyngealpo respresent. Cellularepidermis. Hermaphroditic. In marine and estuarine sediments. Dactylopodola, Macrodasys, Pseudostomella, Tetranchyroderma, Turbanella, Urodasys.	
467	CHAETONOTIDA	CYCLONEURALIA	GASTROTRICHA 		CHAETONOTIDA						Body is bowling-pin-shaped. Adhesive tubes are restricted to posterior end. Pharyngeal lumen is Y-shaped; pharyngeal pores are absent. Syncytial epidermis. Freshwater and marine. Freshwater species are parthenogenetic. The primitive marine Neodasys, with a wormlike body, lateral and posterior adhesive tubules, and a cellular epidermis, is exceptional. Chaetonotus, Halichaetonotus, Lepidodermella, Neodasys, Xenotrichula.	
468	NEMATODA	CYCLONEURALIA	NEMATODA								Nematodes, or roundworms, are the most diverse cycloneuralian taxon and possibly the largest animal phylum. At present only about 20,000 species have been described, but there is speculation that millions more await discovery. Nematodes are among the most widespread and abundant of all metazoans. These worms inhabit moist interstitial environments in all habitats, including the bodies of plants and animals. They are abundant in marine and freshwater benthic habitats, in the soil, and as parasites in a great variety of plant and animal hosts. They occur from the poles to the tropics in all types of environments, including deserts, high mountains, and the deep sea. Nonparasitic nematodes are meiofaunal animals that live in the interstitial spaces of algal mats, aquatic sediments, and terrestrial soils, where they may be present in staggering numbers. One square meter of mud off the Dutch coast contains 4,420,000 nematodes, a hectare of good farm soil can contain billions of terrestrial nematodes, and a single decomposing apple lying on the ground in an orchard yielded 90,000 roundworms in several species.	
469	ADENOPHOREA	CYCLONEURALIA	NEMATODA		ADENOPHOREA						Polyphyletic. Most are free-living; some are parasitic. Free-living species include some terrestrial and almost all freshwater and marine nematodes. Variously shaped amphids located behind lips. Lack phasmids. Epidermal cells are uninucleate. Excretory glands are present. No excretory canals. Some taxa, with some representative genera, are Chromadorida (Chromadora, Stilbonema, Desmodora, Epsilonema), Desmodorida (Draconema), Desmoscolecida (Desmoscolex, Greejfiella), Dorylaimida (Dorylaimus), Enoplida (Oncholaimus), Meimithida (Mermis), Mononchida (Mononchus), Monhysterida (Monhystera, Gammarinema), Trefusiida (Onchulus, Kinonchulus, Trefusia), Trichocephalida (Trichinella, Trichuris).	
470	SECERNENTEA	CYCLONEURALIA	NEMATODA		SECERNENTEA						Almost all are terrestrial. Many are important parasites. Most free-living species live in soil. Amphids are porelike, located on lateral lips. Phasmids are present. Epidermal cells are uni or nmidnucleated. Excretory glands and/or excretory canals are present. Includes Ascaridida (Ascaris, Enterobius, Toxocara, Pcimscaris), Camallanida (Dracunculus), Diplogasterida (Odontopharynx), Rhabdidda (Ccienorhabditis, Rhabditis, Strongyloides, Turbatrix), Spirurida (Wuchereria, Spirura, Loa, Dirofilaria), Strongylida (Strongylus, Ancylostoma, Necator, Nippostrongylus), Tylenchida (Tylenchulus, Meloidogyne, Heterodera, Globodera).	
471	NEMATOMORPHA	CYCLONEURALIA	NEMATOMORPHA								Superficially resembling Nematoda is Nematomorpha, a small taxon of astonishingly long, but very slender cycloneuralians known as horsehair worms or hairworms. The adults are free- living and short-lived, whereas the parasitic larvae are the dominant stage of the life cycle. About 320 of the 325 nematomorph species belong to the taxon Gordioida and live as adults in fresh water and damp soil.	
472	NECTONEMATOIDA	CYCLONEURALIA	NEMATOMORPHA		NECTONEMATOIDA						Pelagic, marine. One genus, Nectonema, with four species. Body is 20 cm long. Have dorsal and ventral swimming setae, internal dorsal and ventral epidermal cords, fluid-filled hemocoel. Larvae and juveniles parasitize decapod crustaceans.	
473	GORDIOIDA	CYCLONEURALIA	NEMATOMORPHA		GORDIOIDA						Includes almost all nematomorphs. Adults are freshwater or semiterrestrial in damp soil.Juveniles mostly parasitize insects. Hemocoel is mostly filled with connective tissue. Only the ventral epidermal cord is present. Chordodes, Gordius, Parachordodes, Paragordius.	
474	PRIAPULIDA	CYCLONEURALIA	PRIAPULIDA								Priapulida consists of only 18 living species of marine worms. Priapulids are benthic and live in sand or mud bottoms in shallow and deep water. Most of the large-bodied species live in cold water, often at high latitudes, including the Arctic Ocean and the Southern Ocean surrounding Antarctica. Some families show a distinctly bipolar distribution, being absent from low latitudes. On North American coasts they occur northward from Massachusetts and central California. Some small priapulids, such as Tubiluchus, are more widely distributed, with ranges including the tropics. Priapulids were important members of the marine benthos in the middle Cambrian period and, although only 11 fossil species have been described, they were among the dominant invertebrates of Cambrian seas. The ecological importance of the taxon has declined precipitously, but modern species have changed little from their Cambrian ancestors. Priapulida is named for Priapus, the Greek god of male fertility.	
475	PRIAPULOMORPHA	CYCLONEURALIA	PRIAPULIDA		PRIAPULOMORPHA						Macrobenthic or meiobenthic. With caudal appendages. External or internal fertilization.	
476	PRIAPULIDAE	CYCLONEURALIA	PRIAPULIDA		PRIAPULIDAE						Large, macrobenthic. One or two caudal appendages. No polythyridium. No sexual dimorphism. Fertilization is external. Sperma reprimitive. Acanthopriapulus, Priapulopsis,Priapulus.	
477	TUBILUCHIDAE	CYCLONEURALIA	PRIAPULIDA		TUBILUCHIDAE						Small, meiobenthic, interstitial. One elongate caudal appendage. Trunk has tubuli. Distinct neck connects trunk and introvert. Has one set of retractor muscles. Pharyngeal teeth are pectinate. Foregut has a polythyridium. Fertilization is internal, sexes are dimorphic. Tubiluchus.	
478	HALICRYPTIDAE	CYCLONEURALIA	PRIAPULIDA		HALICRYPTIDAE						Halocryptus higginsi, at 39 cm long, is the largest priapulid.	
479	MEIOPRIAPULOMORPHA	CYCLONEURALIA	PRIAPULIDA		MEIOPRIAPULOMORPHA						Meio benthic detritivores, < 2mm. Pharynx lacks teeth, is non eversible. Polythyridium is present. Viviparous, with direct development.	
480	MEIOPRIAPULIDAE	CYCLONEURALIA	PRIAPULIDA		MEIOPRIAPULIDAE						Meiopriapulus.	
481	SETICORONARIA	CYCLONEURALIA	PRIAPULIDA		SETICORONARIA						Small, suspension-feeding, < 3 mm. Anterior scalids form a crown of tentacles around the mouth. Pharynx has pectinate teeth and several sets of retractor muscles. Preanal trunk has a circle of hooks. A caudal appendage is absent.	
482	CHAETOSTEPHANIDAE	CYCLONEURALIA	PRIAPULIDA		CHAETOSTEPHANIDAE						Maccabeus.	
483	LORICIFERA	CYCLONEURALIA	LORICIFERA								Loricifera is a small taxon of minuscule (< 0.5 mm) interstitial, marine animals related to priapulids and kinorhynchs and sharing many apomorphies with them. They are about the size of large ciliate protozoans but are multicellular, being composed of up to 10,000 tiny cells. Loriciferans adhere tenaciously to the substratum and consequently eluded discovery until 1983, when the first species, Nanaloricus mysticus, was described by the Danish zoologist R. M. Kristensen. Since then almost 100 additional species have been discovered, although most have not yet been described. They are widely distributed on a variety of sediment types over a wide range of depths and from the polar regions to the tropics.	
484	PLICILORICIDAE	CYCLONEURALIA	LORICIFERA		PLICILORICIDAE						Lorica is lightly sclerotized, with 22 or more plates and no anterior marginal spines. Foregut is simple. No sexual dimorphism. Anus and gonopore usually are ventroterminal. Toes are adhesive. Pliciloricus, Rugiloricus.	
485	NANALORICIDAE	CYCLONEURALIA	LORICIFERA		NANALORICIDAE						Lorica is heavily sclerotized, with 6 plates and 15 hollow anterior marginal spines. Foregut is complex. Sexes are dimorphic. Anus and gonopore are dorsoterminal. Toes are paddles. Nanaloricus.	
486	KINORHYNCHA	CYCLONEURALIA	KINORHYNCHA								Kinorhyncha (mud dragons) consists of about 150 described species of small marine metazoans that burrow in the surface layer of mud or live in the interstitial spaces of sand. They have been found from the intertidal zone to depths of several thousand meters and usually are less than 1mm in length. The short body is flattened ventrally, like that of gastrotrichs, but kinorhynchs lack locomotory cilia and, except for the absence of paired appendages, superficially resemble interstitial harpacticoid copepods, with which they are sometimes confused.	
487	CYCLORHAGIDA	CYCLONEURALIA	KINORHYNCHA		CYCLORHAGIDA						The most widely distributed and diverse kinorhynch taxon. Most have 14 to 16 placids in the neck region. Trunk is spiny and circular to triangular in cross section. Common in marine muds and subtidal sands. Ccimpyloderes, Catena, Centroderes, Condyloderes, Echinoderes, Semnoderes, Sphenoderes.	
488	HOMALORHAGIDA	CYCLONEURALIA	KINORHYNCHA		HOMALORHAGIDA						Relatively large (up to 1mm). Have six to eight placids in the neck region. Trunk has few spines. Distinctly triangular in cross section. Common in marine muds. Kinorhynchus, Neocentrophyes, Paracentrophyes, Pycnophyes.	
489	GNATHOSTOMULIDA	GNATHIFERA	GNATHOSTOMULIDA								Gnathostomulida is a small taxon of minute worms that live in the interstitial spaces of fine marines ands, especially those with little or no oxygen and a high concentration of hydrogen sulfide. Gnathostomulida was discovered in 1956, and since then more than 80 species in 18 genera have been found worldwide, especially along the east coast of North America.	
490	FILOSPERMOIDEA	GNATHIFERA	GNATHOSTOMULIDA		FILOSPERMOIDEA						Long, slender, up to 3.5 mm in length with relatively simple, compact jaws and filiform sperm. Anterior end is along, tactilerostrum with abundant sensory receptors. Two families. Haplognathia, Pterognathia.	
491	BURSOVAGINDIDEA	GNATHIFERA	GNATHOSTOMULIDA		BURSOVAGINDIDEA						Most gnathostomulans belong to this taxon. Body is relatively short, up to 1.5 mm long, 50 pm wide. Anterior end is not elongated to form a rostrum, but has sensory receptors. Elaborate, baskettype jaws. Sperm are spherical or pyriform rather than filiform, lack flagella and centrioles. Female system includes a seminal receptacle; penis has a stylet. Seven families in two orders. Austrognathia, Gnathostomaria, Gnathostomula, Labidognathia, Mesognatharia, Paragnathiella, Problognathia, Rastrognathia.	
492	MICROGNATHOZOA	GNATHIFERA	MICROGNATHOZOA								In 2000, R. M. Kristensen and P. Funch described Micrognathozoa as a new class from moss pillows in a cold, freshwater spring on Disko Island, Greenland, at 70° N latitude. The authors did not assign the new taxon to a phylum, although they did place it in Gnathifera. Micrognathozoais of particular interest because the structure of its pharyngeal jaw apparatus is similar to that of both gnathostomulans and monogonont rotifers and supports the hypothesis that these taxa are related. At present there is only one known species, Limnognathia maerski, which is epiphytic on mosses.	
493	SYNDERMATA	GNATHIFERA	SYNDERMATA								Three taxa formerly included in the large, probably polyphyletic Aschelminthes are now placed in Gnathifera. Rotifera, Seisonida, and Acanthocephala, although superficially dissimilar, have significant morphological and molecular features in common and are believed to constitute a monophyledc taxon usually referred to as Syndermata. Syndermata is characterized by a syncytial epidermis that contains within its cytoplasm a skeleton known as the intrasyncytial lamina. This skeleton is not molted. This is in sharp contrast to the extracellular, secreted cuticle of Arthropoda and Cycloneuralia. Further, the anterior end of the body can be retracted into the trunk, an action that requires the presence of a fluid-filled hemocoel to receive the head.	
494	ROTIFERA	GNATHIFERA	SYNDERMATA								Rotifera contains the microscopic metazoans known as rotifers, or wheel animalcules. Rotifers are common in freshwater habitats, such as lakes and streams, and in terrestrial habitats, such as the film of water covering mosses and soil particles. Some are found in the sea. Although most rotifers are benthic, the relatively few planktonic species are so abundant that they are one of the three most important metazoan taxa in freshwater zooplankton communities. Although only about 50 rotifer species occur exclusively in marine waters, some, such as Synchaeta, are disproportionately important in nutrient cycling in marine ecosystems. In freshwater systems, rotifers typically reach densities of between 200 and 1000 individuals per liter, sometimes much more. Soilrotifers may achieve densities as high a s2million/m and play an important role in nutrient cycling. Almost 2000 species have been described, and most have widespread distributions.	
495	MONOGONONTA	GNATHIFERA	SYNDERMATA	ROTIFERA		MONOGONONTA					Taxon of about 1600 species in 95 genera includes most rotifers. Reproduction is chiefly by parthenogenesis but sometimes is bisexual with dwarf, non feeding males. Have one germovitellarium, heterogonous life cycles. Gametes are produced by mitosis or meiosis. Stomach is cellular. Most are benthic, either free-living or attached, but approximately 100 fresh water species are planktonic.	
496	PLOIMA	GNATHIFERA	SYNDERMATA	ROTIFERA		PLOIMA					Large taxon of 17 families contains the majority of rotifer species. Aquatic; benthic and planktonic (many). Lorica is present or absent, sometimes short or saclike. Usually have two toes. Corona lacks buccal field; circumapical band is not delimited by a trochus and cingulum. Important families include Asplanchnidae, Brachionidae, Synchaetidae, Notommatidae, and Trichoceridae, and genera include Albertia, Asplanchna, Brachionus, Chromogaster, Dicranophorus, Drilophaga, Euchlanis, Gastropus, Keratella, Notommata, Polyartkra, Proales, Synchaeta.	
497	FLOSCULARIACEA	GNATHIFERA	SYNDERMATA	ROTIFERA		FLOSCULARIACEA					Some are sessile with secreted tubes; others are planktonic and free swimming. Many important planktonic rotifers belong to this order. Usually are toeless. Corona has a trochus and cingulum; mastax is malleoramate. The six families include Flosculariidae, Hexarthridae, Conochilidae, Testudinellidae. Conochilus, Floscularia, Hexarthra, Testudinella, Trochosphaera.	
498	COLLOTHECACEA	GNATHIFERA	SYNDERMATA	ROTIFERA		COLLOTHECACEA					Most are sessile. Mouth is at the bottom of a shallow, flaring, anterior concavity. Anterior end often surrounded by arms with bundles of extensible bristles. Some taxa have a corona. Foot is enclosed in gelatinous envelope. Mastax is reduced, uncinate. Pedal glands are present, but toes are lacking. Collothecidae. Acyclus, Collotheca, Cupelopagis, Stephanoceros.	
499	BDELLOIDEA	GNATHIFERA	SYNDERMATA	ROTIFERA		BDELLOIDEA					Paired germovitellaria; males are absent; reproduction is always parthenogenetic. Benthic or terrestrial; about 350 species in 18 genera. Some inhabit the film of capillary water covering soil particles and mosses. Anterior end is retractile; usually have two trochal discs and a cingulum. Mastax is adapted for grinding with flattened uncini and a reduced fulcrum. Stomach is syncytial. Have two germo vitellaria. Telescoping cylindrical body usually has 16 rings. Includes swimming and creeping species. Males are absent. Gametes (amictic eggs) are diploid, produced mitotically. Contains four families, including Philodinidae and Habrotrochidae. Adineta, Embata, Henoceros, Philodina, Rotaria, Zelinkiella.	
