NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	LEVEL	LEGENDA
330	ARCHAEOGNATHA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	----------------------------	ARCHAEOGNATHA	----------------------------	----------------------------	ORDER	Cylindrical, scale-covered body. Mandibles are monocondylic. Abdomen has three terminal processes. Although insects, they are apterygote. Require moist environments beneath bark, stones, in leaf litter. Jump when disturbed. Feed on algae, lichens, and moss. Ametabolous. Machilis, Petrobius.
331	ZYGENTOMA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	----------------------------	ZYGENTOMA	----------------------------	----------------------------	ORDER	Apterygote. Styli on most abdominal segments. Mandibular articulation is dicondylic, like the remaining insects. Have three abdominal processes. Most inhabit moist habitats among dead leaves, in wood, around stones. Some absorb atmospheric moisture and are tolerant of dry environments. Some occur in houses, where they eat books and clothing. Atelura, Lepisma, Nicoletia, Thermobia, Tricholepidion.
332	EPHEMEROPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	EPHEMEROPTERA	----------------------------	----------------------------	ORDER	Adult is a delicate, graceful flying insect with net veined wings. Most have three terminal abdominal filaments. Nymphs have abdominal tracheal gills. Adults do not feed, short-lived. Hemimetabolous; aquatic nymphs, aerial adults. Have two imaginal instars, the only pterygotes to have more than one imago. Baetis, Ephemerella, Hexagenia.
333	ANISOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	ODONATA	ANISOPTERA	----------------------------	SUBORDER	Heavy-bodied, strong fliers that hold wings horizontally at rest. Anax, Cordulegaster, Gomphus, Macromia.
334	ZYGOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	ODONATA	ZYGOPTERA	----------------------------	SUBORDER	Slender, delicate, weakfliers. Hold wings over the abdomen at rest. Calopteryx, Coenagrion, Lestes. 
335	ENSIFERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	ORTHOPTERA	ENSIFERA	----------------------------	SUBORDER	Long-horned grasshoppers, katydids, mole crickets, camel crickets, true crickets. Anabrus, Ceuthophilus, Conocephalus, Gryllus, Scudderia.
336	CAELIFERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	ORTHOPTERA	CAELIFERA	----------------------------	SUBORDER	Short-homed grasshoppers, monkey grasshoppers, locusts, pygmy mole crickets. Melanoplus, Romaka.
337	PHASMIDA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	PHASMIDA	----------------------------	----------------------------	ORDER	Slow-moving, nonjumping, cryptic. Mimic sticks or vegetation. Repugnatorial glands. Body usually is elongate, cylindrical, and sticklike. Wings are reduced or absent except in leaf insects, in which they are large and leaflike. Chiefly herbivores. Most abundant and diverse in the tropics. The longest Recent insects are phasmids, and some are over 30 cm in length. Anisomorpha, Aplopus, Diapheromera, Timema.
338	GRYLLOBLATTARIA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	GRYLLOBLATTARIA	----------------------------	----------------------------	ORDER	Elongate. Secondarily wingless. All are carnivores in cold, wet habitats, often at high elevations. Found in leaf litter, under stones or logs, in ground. Many inhabit interface between snow cover and ground surface. Twenty species. Grylloblattaria. 
339	MANTOPHASMATODEA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	MANTOPHASMATODEA	----------------------------	----------------------------	ORDER	Described in 2002; the first new insect order discovered since 1914. Adults are secondarily wingless. Elongate, slender trunk. Raptorial forelegs, carnivorous. Probably allied with Mantodea and Phasmida. Four species (two extinct) in two genera (one extinct). Mantophasma, Raptophasma (extinct).
340	DERMAPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	DERMAPTERA	----------------------------	----------------------------	ORDER	Elongate, depressed, cosmopolitan. Superficially resemble some beetles. Large, sometimes pincerlike cerci are used for defense and prey capture. Nocturnal, omnivorous. Doru, Forficula, Labia.
341	PLECOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	PLECOPTERA	----------------------------	----------------------------	ORDER	Aerial adults, aquatic nymphs. Two multiarticulate, caudal cerci; never have a median caudal filament. Nymphal tracheal gills, if present, tend to be thoracic. Nymphs require clean, cool, well oxygenated water and, along with mayflies and caddisflies, are important water-quality indicators. Hemimetabolous. Allacapnia, Peltoperla, Perla, Pteronarcys. 
342	EMBIOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	EMBIOPTERA	----------------------------	----------------------------	ORDER	Feed on plants. Live in silken tunnels, which they weave ahead of themselves to create routes. Silk glands in enlarged foretarsi. Gregarious; many individuals live together in connected tunnels, although there is no social organization. Tropical, only about 10 North American species. Anisembia, Embia, Oligembia, Oligotoma.
343	ISOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	ISOPTERA	----------------------------	----------------------------	ORDER	Soft, unsclerotized, pale or dark body. Abdomen is broadly joined to the thorax, without narrowing of the waist. Antennae composed of multiple beadlike annuli. Forewings and hindwings of equal size. Easily distinguished from ants, which are darker and have elbowed antennae, narrow waists, and hind wings that are smaller than the forewings. Cryptotermes, Nasutitermes, Reticulitermes, Zootermopsis.
344	MANTODEA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	MANTODEA	----------------------------	----------------------------	ORDER	Large, elongate, cryptically colored, relatively slow moving. Ambush predators with raptorial forelegs, elongate prothorax, freely movable head, well developed eyes and ocelli. Brunneria, Mantis, Stagmomantis, Tenodera.
345	BLATTARIA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	BLATTARIA	----------------------------	----------------------------	ORDER	Fast, usually nocturnal, omnivorous runners. A few feed on wood and harbor endosymbiotic zooflagellates similar to those of termites. Termites, cockroaches, and mantids are closely related. Blaberus, Blatta, Blatella, Periplaneta, Parcoblatta.
346	ZORAPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	PTERYGOTA	ZORAPTERA	----------------------------	----------------------------	ORDER	Rare; about 30 species in one genus, Zorotypus. Resemble tiny termites. Live in colonies under dead wood, often in sawdust piles in warm climates. Thought to feed on fungal spores and small, already dead arthropods.
347	PARANEOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	PARANEOPTERA	----------------------------	----------------------------	ORDER	
348	PSOCOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	PSOCOPTERA	----------------------------	----------------------------	ORDER	Small, fragile, pale. Probably primitive and similar to stem hemipteroids. Have chewing mouthparts, not suctorial. Hypopharynx can extract water from atmosphere. Chiefly herbivorous. Live under bark, in foliage, under stones. The book louse, Liposcelis, is found in old, musty books, where it feeds on fungi. Archipsocus.
349	ANOPLURA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	PHTHIRAPTERA	ANOPLURA	----------------------------	SUBORDER	Mammal ectoparasites. Suck blood using sucking mouthparts and a pharyngeal pump. Some are disease vectors. Human crab louse (pubic louse, Phthirus pubis), human body louse (Pediculus humanus), human head louse (Pediculuscapitis).
350	MALLOPHAGA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	PHTHIRAPTERA	MALLOPHAGA	----------------------------	SUBORDER	Parasitize mostly birds. Chewing mouthparts, well-developed mandibles. Most feed on skin, hair, feather particles. Cuclotogaster, Felicola, Menacanthus, Menopon. Trichodectes canis is an intermediate host for the dog tapeworm. 
351	HETEROPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	HEMIPTERA	HETEROPTERA	----------------------------	SUBORDER	Forewings (hemielytra) have distinctive proximal sclerotized and distal membranous regions. Hind wings are entirely membranous. Most have repugnatorial (stink) glands. Most are terrestrial, but there are several important aquatic and semiaquatic families. Corixa, Dysdercus, Gerris, Lygaeus, Murgantia, Notonecta, Reduvius, Triatoma.
352	HOMOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	HEMIPTERA	HOMOPTERA	----------------------------	SUBORDER	Strictly herbivorous; feed on plant juices. Both pair of wings are membraneous, no hemielytra. Adelges, Aetalion, Aphis, Magicicada, Philaenus.
353	THYSANOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	THYSANOPTERA	----------------------------	----------------------------	ORDER	Small (0.5 to 15 mm). Suctorial mouthparts, cibarial pump. May be economically important as herbivores, plant-disease vectors, or pollinators. Wings are distinctive, narrow, have few veins, and are fringed with setae. Aeolothrips, Heterothrips, Idolothrips, Merothrips, Thrips
354	COLEOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	COLEOPTERA	----------------------------	----------------------------	ORDER	The largest order of insects, with impressive ecological and morphological diversity. Beetles carry sclerotization to an extreme not seen in other insects, with most body surfaces hard and armorclad. Forewings usually are heavily sclerotized elytra, or wing covers; hind wings are soft and membranous. Most are herbivores as adults and larvae, but many, such as the beloved ladybird beetles, are carnivores. Almost all are terrestrial, but a few families are important in fresh water. Copris, Dermestes, Dytiscus, Gyrinus, Photinus, Popillia, Rodolia, Stenelmis. 
355	NEUROPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	NEUROPTERA	----------------------------	----------------------------	ORDER	Adults are delicate, graceful, predaceous insects with chewing mouth parts, large compound eyes, and long antennae. Larvae of the only aquatic family (Sisyridae) feed on freshwater sponges. The familiar doodle bugs, or antlions, as larvae construct conical pits in dry sand to trap small arthropods. Chrysopa, Climacia, Climaciella, Mantispa, Mynmeleon, Oliarces, Sisyra.
356	MEGALOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	MEGALOPTERA	----------------------------	----------------------------	ORDER	Tend to be large. Chewing mouthparts, long antennae. Two pairs of similar membranous wings with primitive venation are held tentlike over abdomen. Compound eyes are well developed and the mouthparts are mandibulate. Larvae are predaceous, aquatic, and have tracheate gills. Corydalus, Sialis.
357	RAPHIDIOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	RAPHIDIOPTERA	----------------------------	----------------------------	ORDER	Adults are similar to megalopterans except for having an elongate head and prothorax protruding far anterior to the legs and wings. Adults are predaceous; live in vegetation. Larvae are predaceous; most are terrestrial, living under the bark of conifers. Raphidia.
358	HYMENOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	HYMENOPTERA	----------------------------	----------------------------	ORDER	Large and varied taxon. All have chewing mouthparts, but they are modified for sucking in many taxa. Two pairs of membranous, transparent wings are present in most, but absent in some important exceptions, such as worker ants. First abdominal segment usually is broadly joined to the thorax and separated from the remaining abdomen by a narrow petiole, or waist, creating a secondary tagmosis. In females the ovipositor may be a sting. Larvae are maggotlike, with chewing mouthparts. Most adults feed on fluids such as nectar and honeydew and are found near flowers, where they may be important pollinators. Apanteles, Aphidius, Apis, Bombus, Eciton, Solenopsis, Vespa, Vespula, Xylocopa.
359	TRICHOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	TRICHOPTERA	----------------------------	----------------------------	ORDER	Adult is mothlike. Have two pairs of hairy wings. Poorly developed mouth parts. Adults either do not feed or subsist on a liquid diet of water and nectar and are relatively short-lived. Like those of mayflies and stoneflies, caddisfly larvae are aquatic microhabitat specialists often present in great diversity in suitable habits. Species diversity is greatest in cool, swift mountain streams. Larval life revolves around the use of silk for construction of cases and portable retreats of stones and vegetation, as anchor lines, and as filters for suspension feeding. Beraea, Helicopsyche, Hydropsyche, Polycentropus, Sericostoma. 
360	LEPIDOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	LEPIDOPTERA	----------------------------	----------------------------	ORDER	Adult is soft-bodied. Wings, body, and appendages are covered with deciduous pigmented scales or hairlike setae. Mandibles are absent, maxillae form a coiled extensible proboscis for sucking nectar and fruitjuices; some species do not feed as adults. Larvae are herbivorous caterpillars. Salivary glands produce silk, the uses of which include construction of a cocoon in which the last larval instar pupates. Actias, Danaus, Heliconius, Heliothis, Lymantria, Manduca, Melittia, Papilio, Sibine. 
361	MECOPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	MECOPTERA	----------------------------	----------------------------	ORDER	Mouth parts are extended into aprominent ventral beak. Most have large, membranous wings. Adults are omnivorous; grub like larvae feed on organic matter. Bittacus, Boreus, Panorpa.
362	SIPHONAPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	SIPHONAPTERA	----------------------------	----------------------------	ORDER	Small, secondarily wingless pterygotes with heavily sclerified, strongly compressed bodies. Bird and mammal ectoparasites. Legs adapted for jumping. Hematophagous, with piercing and sucking mouth parts. Some are vectors of bubonic plague (Xenopsylla) and typhus (Nosopsyllus). Mating takes place on the host or in its nest and eggs fall into the nest, where they hatch. Larvae feed on organic matter in the nest and are not parasitic. Eventually the larvae pupate and emerge as adults, which then infest the host. Ctenocephalides, Orchopeas, Pulex.
363	STREPSIPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	STREPSIPTERA	----------------------------	----------------------------	ORDER	These tiny, bizarre insects are, as females and larvae, parasites on a variety of other insects. Females usually are larva-like, wingless, and never leave the host. They live embedded in the host’s integument, with only their anterior end, with spiracles, protruding as a low bump above the host’s exoskeleton. Nutriment from the host’s blood is absorbed directly across the permeable cuticle of the parasite’s embedded abdomen. In contrast, males have large, unusual, fanlike hind wings. The forewings are reduced to club-shaped, haltere-like appendages that may have a role in balance, and the hind wings are large. Adult males are short-lived, nonparasitic, and do not feed. Male’s com- pound eyes are large, protruding. Antennae typically have processes extending from the flagellum. Eoxenos, Halictophagus, Stylops, Triozocera.
364	DIPTERA	BILATERIA	ANTHROPODA	CRUSTACEA	INSECTA 	EUMETABOLA	DIPTERA	----------------------------	----------------------------	ORDER	Large taxon including mosquitoes, horseflies, houseflies, blowflies, botflies, midges, gnats, craneflies, blackflies, and many others. Compound eyes are large, well developed. Functional, membranous forewings; reduced, knoblike hind wings (halteres). Mouthparts are variable, but basically are suctorial or sponging; used in conjunction with a cibarial pump. Almost all adult flies feed on plant or animal fluids. In many taxa known collectively as biting flies, females suck blood from vertebrate hosts, usually birds or mammals. Adults so frequently are vectors of human and animal diseases that this is the most important hexapod order in terms of human health. Larvae are maggots and are always found in wet substrata such as flesh, fruit, water, or mud. Females typically oviposit in a suitable moist food source for the larvae, which then live in their food as they consume it. Aedes, Aphidolestes, Callitroga, Chaoborus, Dermatobia, Eristalis, Gasterophilus, Musca,  Psychoda, Tabanus.
365	MACRODASYIDA	BILATERIA	CYCLONEURALIA	GASTROTRICHA 	MACRODASYIDA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Body usually is wormlike, elongate, dorsoventrally flattened. Adhesive tubes located at anterior and posterior ends and along the sides of body. Pharyngeal lumen is inverted Y shape; pharyngealpo respresent. Cellularepidermis. Hermaphroditic. In marine and estuarine sediments. Dactylopodola, Macrodasys, Pseudostomella, Tetranchyroderma, Turbanella, Urodasys. 
366	CHAETONOTIDA	BILATERIA	CYCLONEURALIA	GASTROTRICHA 	CHAETONOTIDA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Body is bowling-pin-shaped. Adhesive tubes are restricted to posterior end. Pharyngeal lumen is Y-shaped; pharyngeal pores are absent. Syncytial epidermis. Freshwater and marine. Freshwater species are parthenogenetic. The primitive marine Neodasys, with a wormlike body, lateral and posterior adhesive tubules, and a cellular epidermis, is exceptional. Chaetonotus, Halichaetonotus, Lepidodermella, Neodasys, Xenotrichula. 
367	ADENOPHOREA	BILATERIA	CYCLONEURALIA	NEMATODA	ADENOPHOREA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Polyphyletic. Most are free-living; some are parasitic. Free-living species include some terrestrial and almost all freshwater and marine nematodes. Variously shaped amphids located behind lips. Lack phasmids. Epidermal cells are uninucleate. Excretory glands are present. No excretory canals. Some taxa, with some representative genera, are Chromadorida, Desmodorida, Desmoscolecida, Dorylaimida, Enoplida, Meimithida, Mononchida, Monhysterida, Trefusiida, Trichocephalida. 
368	SECERNENTEA	BILATERIA	CYCLONEURALIA	NEMATODA	SECERNENTEA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Almost all are terrestrial. Many are important parasites. Most free-living species live in soil. Amphids are porelike, located on lateral lips. Phasmids are present. Epidermal cells are uni or nmidnucleated. Excretory glands and/or excretory canals are present. Includes Ascaridida, Camallanida, Diplogasterida, Rhabdidda, Spirurida, Strongylida, Tylenchida. 
369	NECTONEMATOIDA	BILATERIA	CYCLONEURALIA	NEMATOMORPHA	NECTONEMATOIDA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Pelagic, marine. One genus, Nectonema, with four species. Body is 20 cm long. Have dorsal and ventral swimming setae, internal dorsal and ventral epidermal cords, fluid-filled hemocoel. Larvae and juveniles parasitize decapod crustaceans.
370	GORDIOIDA	BILATERIA	CYCLONEURALIA	NEMATOMORPHA	GORDIOIDA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Includes almost all nematomorphs. Adults are freshwater or semiterrestrial in damp soil.Juveniles mostly parasitize insects. Hemocoel is mostly filled with connective tissue. Only the ventral epidermal cord is present. Chordodes, Gordius, Parachordodes, Paragordius.
371	PRIAPULIDAE	BILATERIA	CYCLONEURALIA	PRIAPULIDA	----------------------------	----------------------------	PRIAPULOMORPHA	----------------------------	PRIAPULIDAE	FAMILY	Large, macrobenthic. One or two caudal appendages. No polythyridium. No sexual dimorphism. Fertilization is external. Sperma reprimitive. Acanthopriapulus, Priapulopsis,Priapulus. 
372	TUBILUCHIADE	BILATERIA	CYCLONEURALIA	PRIAPULIDA	----------------------------	----------------------------	PRIAPULOMORPHA	----------------------------	TUBILUCHIADE	FAMILY	Small, meiobenthic, interstitial. One elongate caudal appendage. Trunk has tubuli. Distinct neck connects trunk and introvert. Has one set of retractor muscles. Pharyngeal teeth are pectinate. Foregut has a polythyridium. Fertilization is internal, sexes are dimorphic. Tubiluchus.
373	HALICRYPTIDAE	BILATERIA	CYCLONEURALIA	PRIAPULIDA	----------------------------	----------------------------	HALICRYPTOMORPHA	----------------------------	HALICRYPTIDAE	FAMILY	Large, macrobenthic carnivores. Lack caudal appendages. Fertilization is external. Larvae are meiobenthic. Halocryptus higginsi, at 39 cm long, is the largest priapulid.
374	MEIOPRIAPULIDAE	BILATERIA	CYCLONEURALIA	PRIAPULIDA	----------------------------	----------------------------	MEIOPRIAPULOMORPHA	----------------------------	MEIOPRIAPULIDAE	FAMILY	Meio benthic detritivores, < 2mm. Pharynx lacks teeth, is non eversible. Polythyridium is present. Viviparous, with direct development. Meiopriapulus.
375	CHAETOSTEPHANIDAE	BILATERIA	CYCLONEURALIA	PRIAPULIDA	----------------------------	----------------------------	SETICORONARIA	----------------------------	CHAETOSTEPHANIDAE	FAMILY	Small, suspension-feeding, < 3 mm. Anterior scalids form a crown of tentacles around the mouth. Pharynx has pectinate teeth and several sets of retractor muscles. Preanal trunk has a circle of hooks. A caudal appendage is absent. (Maccabeus).
376	PLICILORICIDAE	BILATERIA	CYCLONEURALIA	LORICIFERA	----------------------------	----------------------------	----------------------------	----------------------------	PLICILORICIDAE	FAMILY	Lorica is lightly sclerotized, with 22 or more plates and no anterior marginal spines. Foregut is simple. No sexual dimorphism. Anus and gonopore usually are ventroterminal. Toes are adhesive. Pliciloricus, Rugiloricus.
377	NANALORICIDAE	BILATERIA	CYCLONEURALIA	LORICIFERA	----------------------------	----------------------------	----------------------------	----------------------------	NANALORICIDAE	FAMILY	Lorica is heavily sclerotized, with 6 plates and 15 hollow anterior marginal spines. Foregut is complex. Sexes are dimorphic. Anus and gonopore are dorsoterminal. Toes are paddles. Nanaloricus.
378	CYCLORHAGIDA	BILATERIA	CYCLONEURALIA	KINORHYNCHA	CYCLORHAGIDA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	The most widely distributed and diverse kinorhynch taxon. Most have 14 to 16 placids in the neck region. Trunk is spiny and circular to triangular in cross section. Common in marine muds and subtidal sands. Ccimpyloderes, Catena, Centroderes, Condyloderes, Echinoderes, Semnoderes, Sphenoderes.
379	HOMALORHAGIA	BILATERIA	CYCLONEURALIA	KINORHYNCHA	HOMALORHAGIA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Relatively large (up to 1mm). Have six to eight placids in the neck region. Trunk has few spines. Distinctly triangular in cross section. Common in marine muds. Kinorhynchus, Neocentrophyes, Paracentrophyes, Pycnophyes.
380	FILOSPERMOIDEA	BILATERIA	GNATHIFERA	GNATHOSTOMULIDA	FILOSPERMOIDEA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Long, slender, up to 3.5 mm in length with relatively simple, compact jaws and filiform sperm. Anterior end is along, tactilerostrum with abundant sensory receptors. Two families. Haplognathia, Pterognathia.
381	BURSONAGINOIDEA	BILATERIA	GNATHIFERA	GNATHOSTOMULIDA	BURSONAGINOIDEA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Most gnathostomulans belong to this taxon. Body is relatively short, up to 1.5 mm long, 50 pm wide. Anterior end is not elongated to form a rostrum, but has sensory receptors. Elaborate, baskettype jaws. Sperm are spherical or pyriform rather than filiform, lack flagella and centrioles. Female system includes a seminal receptacle; penis has a stylet. Seven families in two orders. Austrognathia, Gnathostomaria, Gnathostomula, Labidognathia, Mesognatharia, Paragnathiella, Problognathia, Rastrognathia.
382	LIMNOGHATHIA MAERSKI	BILATERIA	GNATHIFERA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	LIMNOGHATHIA MAERSKI	FAMILY	
383	PLOIMA	BILATERIA	ROTIFERA	----------------------------	MONOGONONTA	----------------------------	PLOIMA	----------------------------	----------------------------	ORDER	Large taxon of 17 families contains the majority of rotifer species. Aquatic; benthic and planktonic (many). Lorica is present or absent, sometimes short or saclike. Usually have two toes. Corona lacks buccal field; circumapical band is not delimited by a trochus and cingulum. Important families include Asplanchnidae, Brachionidae, Synchaetidae, Notommatidae, and Trichoceridae, and genera include Albertia, Asplanchna, Brachionus, Chromogaster, Dicranophorus, Drilophaga, Euchlanis, Gastropus, Keratella, Notommata, Polyartkra, Proales, Synchaeta. 
384	FLOSCULARIACEA	BILATERIA	ROTIFERA	----------------------------	MONOGONONTA	----------------------------	FLOSCULARIACEA	----------------------------	----------------------------	ORDER	Some are sessile with secreted tubes; others are planktonic and free swimming. Many important planktonic rotifers belong to this order. Usually are toeless. Corona has a trochus and cingulum; mastax is malleoramate. The six families include Flosculariidae, Hexarthridae, Conochilidae, Testudinellidae. Conochilus, Floscularia, Hexarthra, Testudinella, Trochosphaera.
385	COLLOTHECACEA	BILATERIA	ROTIFERA	----------------------------	MONOGONONTA	----------------------------	COLLOTHECACEA	----------------------------	----------------------------	ORDER	Most are sessile. Mouth is at the bottom of a shallow, flaring, anterior concavity. Anterior end often surrounded by arms with bundles of extensible bristles. Some taxa have a corona. Foot is enclosed in gelatinous envelope. Mastax is reduced, uncinate. Pedal glands are present, but toes are lacking. Collothecidae. Acyclus, Collotheca, Cupelopagis, Stephanoceros.
386	BDELLOIDEA	BILATERIA	ROTIFERA	----------------------------	BDELLOIDEA	----------------------------	----------------------------	----------------------------	----------------------------	ORDER	Paired germovitellaria; males are absent; reproduction is always parthenogenetic. Benthic or terrestrial; about 350 species in 18 genera. Some inhabit the film of capillary water covering soil particles and mosses. Anterior end is retractile; usually have two trochal discs and a cingulum. Mastax is adapted for grinding with flattened uncini and a reduced fulcrum. Stomach is syncytial. Have two germo vitellaria. Telescoping cylindrical body usually has 16 rings. Includes swimming and creeping species. Males are absent. Gametes (amictic eggs) are diploid, produced mitotically. Contains four families, including Philodinidae and Habrotrochidae. Adineta, Embata, Henoceros, Philodina, Rotaria, Zelinkiella.
387	SEISON	BILATERIA	ROTIFERA	----------------------------	SEISONIDA	----------------------------	----------------------------	----------------------------	SEISON	FAMILY	Seisonida contains only two species, which are sometimes considered to be rotifers. Both species are ectoparasites on the carapace of the primitive malacostracan crustacean Nebalia, They feed on debris and the eggs of the host. Both belong to the genus Seison and, although they  share many characteristics with rotifers, there are important differences. Seisonids, at about 3 mm, are very large in comparison with rotifers, which are usually less then 0.5 mm. The corona is reduced to a few clusters of bristles and, unlike that of rotifers, does not function in feeding or locomotion. The mastax is aberrant and difficult to compare with those of rotifers. It is fulcrate, a type unique to seisonids, and its trophi are difficult to homologize with those of rotifers. It apparently consists of a large fulcrum, two manubria, and several small trophi.
388	NEBALIA	BILATERIA	ROTIFERA	----------------------------	SEISONIDA	----------------------------	----------------------------	----------------------------	NEBALIA	FAMILY	Seisonida contains only two species, which are sometimes considered to be rotifers. Both species are ectoparasites on the carapace of the primitive malacostracan crustacean Nebalia, They feed on debris and the eggs of the host. Both belong to the genus Seison and, although they  share many characteristics with rotifers, there are important differences. Seisonids, at about 3 mm, are very large in comparison with rotifers, which are usually less then 0.5 mm. The corona is reduced to a few clusters of bristles and, unlike that of rotifers, does not function in feeding or locomotion. The mastax is aberrant and difficult to compare with those of rotifers. It is fulcrate, a type unique to seisonids, and its trophi are difficult to homologize with those of rotifers. It apparently consists of a large fulcrum, two manubria, and several small trophi.
389	ARCHIACANTHOCEPHALA	BILATERIA	ACANTHOCEPHALA	----------------------------	ARCHIACANTHOCEPHALA	----------------------------	----------------------------	----------------------------	----------------------------	ORDER	Bird and mammal parasites; intermediate hosts are centipedes, millipedes, insects. Main lacunar canals are dorsal and ventral. Two ligament sacs, which break down in reproductive females. Protonephridia present in one family. Macracanthorhynchus, Mediorhynchus, Moniliformis, Oligacanthorhynchus, Prosthenorchis.
390	EOACANTHOCEPHALA	BILATERIA	ACANTHOCEPHALA	----------------------------	EOACANTHOCEPHALA	----------------------------	----------------------------	----------------------------	----------------------------	ORDER	Parasites of fishes, amphibians, reptiles; crustaceans are intermediate hosts. Main lacunar canals are dorsal and ventral. Two ligament sacs, which persist in reproductive females. Neoechinorhynchus.
391	PALAECANTHOCEPHALA	BILATERIA	ACANTHOCEPHALA	----------------------------	PALAECANTHOCEPHALA	----------------------------	----------------------------	----------------------------	----------------------------	ORDER	The largest, most diverse taxon.Parasites of all vertebrate classes; intermediate hosts usually are crustaceans. Main lacunar canals are lateral. One ligament sac, which breaks down in reproductive females. Acanthocephalus, Echinorhynchus, Leptorhynchoides, Polymorphous. 
392	LOXOSOMATIDAE	BILATERIA	KAMPTOZOA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	LOXOSOMATIDAE	FAMILY	Most are commensal with marine invertebrates. Anus is elevated above the floor of the atrium by a tall anal cone. Protonephridia with separate nephridiopores are present. Loxomespilon, Loxosoma, Loxosomella. 
393	LOXOKALYPODIDAE	BILATERIA	KAMPTOZOA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	LOXOKALYPODIDAE	FAMILY	Monotypic family. Solitary. Musculature extends uninterrupted between the calyx and stalk. Star cell complex and septum are absent. Loxokalypus.
394	PEDICELLINIDAE	BILATERIA	KAMPTOZOA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	PEDICELLINIDAE	FAMILY	No anal cone; anus and mouth are on the floor of the atrium. Blood is circulated by contractile cells. Protonephridia share a common nephridiopore. Unsegmented stalk and its longitudinal muscles are continuous. Larvae undergo a complex metamorphosis after settling. Myosoma, Pedicellina, Pedicellinopsis, Sangavella. 
